posx	posy	smh	smd	smv	pupil_size
1.9596810000000002	-0.9773860000000001	-2.0	0.0	-2.0	8.032
1.9508740000000002	-0.980332	-2.0	0.0	-1.5	8.032
1.9508740000000002	-0.9714940000000001	-2.0	0.0	-1.0	8.031
1.9508740000000002	-0.9656030000000001	-2.0	0.0	-0.5	8.031
1.9479380000000002	-0.962657	-2.0	0.0	0.0	8.031
1.936195	-0.9597110000000001	-2.0	0.0	0.5	8.031
1.921515	-0.9597110000000001	-2.0	0.0	1.0	8.031
1.9039	-0.9597110000000001	-2.0	0.0	1.5	8.031
1.886284	-0.956765	-2.0	0.0	2.0	8.029
1.871604	-0.956765	-1.5	0.0	-2.0	8.028
1.8569229999999999	-0.956765	-1.5	0.0	-1.5	8.027
1.8569229999999999	-0.956765	-1.5	0.0	-1.0	8.027
1.8569229999999999	-0.9538200000000001	-1.5	0.0	-0.5	8.026
1.8569229999999999	-0.9538200000000001	-1.5	0.0	0.0	8.025
1.8569229999999999	-0.944982	-1.5	0.0	0.5	8.025
1.8481150000000002	-0.9420360000000001	-1.5	0.0	1.0	8.025
1.83637	-0.9361450000000001	-1.5	0.0	1.5	8.025
1.827562	-0.9302530000000001	-1.5	0.0	2.0	8.025
1.827562	-0.9243610000000001	-1.0	0.0	-2.0	8.025
1.821689	-0.9184690000000001	-1.0	0.0	-1.5	8.027
1.8040720000000001	-0.9184690000000001	-1.0	0.0	-1.0	8.029
1.78939	-0.9184690000000001	-1.0	0.0	-0.5	8.03
1.7747080000000002	-0.921415	-1.0	0.0	0.0	8.028
1.7717720000000001	-0.9243610000000001	-1.0	0.0	0.5	8.028
1.7747080000000002	-0.9302530000000001	-1.0	0.0	1.0	8.028
1.7776450000000001	-0.927307	-1.0	0.0	1.5	8.029
1.7805810000000002	-0.927307	-1.0	0.0	2.0	8.029
1.7747080000000002	-0.9243610000000001	-0.5	0.0	-2.0	8.028
1.7717720000000001	-0.921415	-0.5	0.0	-1.5	8.027
1.7747080000000002	-0.9184690000000001	-0.5	0.0	-1.0	8.026
1.7776450000000001	-0.9125780000000001	-0.5	0.0	-0.5	8.026
1.7805810000000002	-0.9125780000000001	-0.5	0.0	0.0	8.026
1.7805810000000002	-0.9125780000000001	-0.5	0.0	0.5	8.026
1.783518	-0.909632	-0.5	0.0	1.0	8.026
1.783518	-0.909632	-0.5	0.0	1.5	8.026
1.786454	-0.909632	-0.5	0.0	2.0	8.024
1.783518	-0.909632	0.0	0.0	-2.0	8.023
1.783518	-0.90374	0.0	0.0	-1.5	8.025
1.786454	-0.9007940000000001	0.0	0.0	-1.0	8.027
1.792327	-0.8949020000000001	0.0	0.0	-0.5	8.027
1.795263	-0.891956	0.0	0.0	0.0	8.024
1.795263	-0.891956	0.0	0.0	0.5	8.022
1.792327	-0.8949020000000001	0.0	0.0	1.0	8.022
1.78939	-0.8949020000000001	0.0	0.0	1.5	8.023
1.783518	-0.8949020000000001	0.0	0.0	2.0	8.023
1.7747080000000002	-0.8949020000000001	0.5	0.0	-2.0	8.023
1.7747080000000002	-0.8949020000000001	0.5	0.0	-1.5	8.024
1.7747080000000002	-0.891956	0.5	0.0	-1.0	8.025
1.765899	-0.8890100000000001	0.5	0.0	-0.5	8.025
1.75709	-0.886064	0.5	0.0	0.0	8.025
1.762963	-0.8890100000000001	0.5	0.0	0.5	8.025
1.7717720000000001	-0.891956	0.5	0.0	1.0	8.024
1.783518	-0.897848	0.5	0.0	1.5	8.022
1.783518	-0.90374	0.5	0.0	2.0	8.02
1.7805810000000002	-0.909632	1.0	0.0	-2.0	8.018
1.7805810000000002	-0.9125780000000001	1.0	0.0	-1.5	8.019
1.783518	-0.9125780000000001	1.0	0.0	-1.0	8.02
1.783518	-0.9125780000000001	1.0	0.0	-0.5	8.021
1.783518	-0.9125780000000001	1.0	0.0	0.0	8.022
1.783518	-0.9125780000000001	1.0	0.0	0.5	8.023
1.786454	-0.915524	1.0	0.0	1.0	8.023
1.792327	-0.915524	1.0	0.0	1.5	8.024
1.798199	-0.915524	1.0	0.0	2.0	8.025
1.798199	-0.9125780000000001	1.5	0.0	-2.0	8.025
1.8040720000000001	-0.915524	1.5	0.0	-1.5	8.022
1.8099439999999998	-0.9184690000000001	1.5	0.0	-1.0	8.019
1.8187529999999998	-0.9184690000000001	1.5	0.0	-0.5	8.015
1.821689	-0.9184690000000001	1.5	0.0	0.0	8.015
1.8246259999999999	-0.921415	1.5	0.0	0.5	8.015
1.821689	-0.921415	1.5	0.0	1.0	8.015
1.8158169999999998	-0.9184690000000001	1.5	0.0	1.5	8.017
1.8099439999999998	-0.9184690000000001	1.5	0.0	2.0	8.018
1.8099439999999998	-0.915524	2.0	0.0	-2.0	8.019
1.8099439999999998	-0.915524	2.0	0.0	-1.5	8.018
1.8099439999999998	-0.915524	2.0	0.0	-1.0	8.017
1.8099439999999998	-0.9184690000000001	2.0	0.0	-0.5	8.017
1.8128810000000002	-0.915524	2.0	0.0	0.0	8.016
1.8187529999999998	-0.915524	2.0	0.0	0.5	8.014
1.8246259999999999	-0.9184690000000001	2.0	0.0	1.0	8.013
1.833434	-0.9243610000000001	2.0	0.0	1.5	8.013
1.839307	-0.927307	2.0	0.0	2.0	8.013
-10.801086999999999	-4.120322	-2.0	0.0	-2.0	8.005
-10.801086999999999	-4.11739	-2.0	0.0	-1.5	8.006
-10.801086999999999	-4.120322	-2.0	0.0	-1.0	8.007
-10.801086999999999	-4.111527	-2.0	0.0	-0.5	8.007
-10.803923	-4.102733	-2.0	0.0	0.0	8.008
-10.806759	-4.114459	-2.0	0.0	0.5	8.009
-10.801086999999999	-4.132047	-2.0	0.0	1.0	8.009
-10.795415	-4.149635	-2.0	0.0	1.5	8.007
-10.789743	-4.146704	-2.0	0.0	2.0	8.006
-10.792579	-4.143772	-1.5	0.0	-2.0	8.006
-10.792579	-4.143772	-1.5	0.0	-1.5	8.006
-10.792579	-4.140841	-1.5	0.0	-1.0	8.002
-10.795415	-4.140841	-1.5	0.0	-0.5	7.999
